_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,house_types,house_types:confidence,residential_yes,residential_yes:confidence,sidewalk_ok,sidewalk_ok:confidence,aadress,house_types_gold,lat,long,residential_yes_gold,sidewalk_ok_gold,url,low_confidence_residential
752058288,False,finalized,1,7/9/15 6:39,private_house,1.0,yes,1.0,yes,1.0,"11251 Kelly Lane, Los Alamitos, CA 90720, USA",,33.79918354,-118.0639058,,,"http://maps.google.com/maps?cbll=33.799184,-118.063906&layer=c",False
752058289,False,finalized,1,7/9/15 6:42,,,not_avail,1.0,,,"4409 Katella Avenue, Los Alamitos, CA 90720, USA",,33.80360683,-118.0566743,,,"http://maps.google.com/maps?cbll=33.803607,-118.056674&layer=c",False
752058290,False,finalized,1,7/9/15 6:41,private_house,1.0,yes,1.0,yes,1.0,"5161 Kearsarge Avenue, Los Alamitos, CA 90720, USA",,33.80138856,-118.0428336,,,"http://maps.google.com/maps?cbll=33.801389,-118.042834&layer=c",False
752058291,False,finalized,1,7/9/15 6:44,private_house,1.0,yes,1.0,yes,1.0,"11471 Kensington Road, Los Alamitos, CA 90720, USA",,33.79632471,-118.0850134,,,"http://maps.google.com/maps?cbll=33.796325,-118.085013&layer=c",False
752058292,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"3369 Fairhill Drive, Rocky River, OH 44116, USA",,41.46058697,-81.83335724,,,"http://maps.google.com/maps?cbll=41.460587,-81.833357&layer=c",False
752058293,False,finalized,1,7/9/15 6:35,private_house,1.0,yes,1.0,yes,1.0,"24455 Hedgewood Way, Westlake, OH 44145, USA",,41.45271516,-81.89376361,,,"http://maps.google.com/maps?cbll=41.452715,-81.893764&layer=c",False
752058294,False,finalized,1,7/9/15 6:45,private_house,1.0,yes,1.0,yes,1.0,"2300-2314 Beaver Creek, Westlake, OH 44145, USA",,41.45419139,-81.8776599,,,"http://maps.google.com/maps?cbll=41.454191,-81.877660&layer=c",False
752058295,False,finalized,1,7/9/15 6:56,private_house,1.0,yes,1.0,yes,1.0,"2132 Chesterland Avenue, Lakewood, OH 44107, USA",,41.47327416,-81.78477608,,,"http://maps.google.com/maps?cbll=41.473274,-81.784776&layer=c",False
752058296,False,finalized,1,7/9/15 6:37,,,no,1.0,,,"2 Infinite Loop, Cupertino, CA 95014, USA",,37.33270733,-122.0304855,,,"http://maps.google.com/maps?cbll=37.332707,-122.030486&layer=c",False
752058297,False,finalized,1,7/9/15 7:16,private_house,1.0,yes,1.0,yes,1.0,"1678 Meadowlark Lane, Sunnyvale, CA 94087, USA",,37.33904681,-122.0130199,,,"http://maps.google.com/maps?cbll=37.339047,-122.013020&layer=c",False
752058298,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"3100-3212 Loma Alta Drive, Santa Clara, CA 95051, USA",,37.34395883,-121.9848903,,,"http://maps.google.com/maps?cbll=37.343959,-121.984890&layer=c",False
752058299,False,finalized,1,7/9/15 6:37,private_house,1.0,yes,1.0,yes,1.0,"10017 North Foothill Boulevard, Cupertino, CA 95014, USA",,37.32303696,-122.0688617,,,"http://maps.google.com/maps?cbll=37.323037,-122.068862&layer=c",False
752058300,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"3652-3798 Lillick Drive, Santa Clara, CA 95051, USA",,37.34871542,-121.9969233,,,"http://maps.google.com/maps?cbll=37.348715,-121.996923&layer=c",False
752058301,False,finalized,1,7/9/15 6:55,private_house,1.0,yes,1.0,yes,1.0,"1817 Beller Road, Woodridge, IL 60517, USA",,41.73670529,-88.0275756,,,"http://maps.google.com/maps?cbll=41.736705,-88.027576&layer=c",False
752058302,False,finalized,1,7/9/15 6:48,private_house,1.0,yes,1.0,yes,1.0,"1416 Pine Cove Court, Darien, IL 60561, USA",,41.73793624,-87.98003474,,,"http://maps.google.com/maps?cbll=41.737936,-87.980035&layer=c",False
752058303,False,finalized,1,7/9/15 6:28,private_house,1.0,yes,1.0,yes,1.0,"833 Bluestem Drive, Bolingbrook, IL 60440, USA",,41.72561245,-88.04428813,,,"http://maps.google.com/maps?cbll=41.725612,-88.044288&layer=c",False
752058304,False,finalized,1,7/9/15 6:42,private_house,1.0,yes,1.0,yes,1.0,"8543 West Cambridge Avenue, Phoenix, AZ 85037, USA",,33.47698969,-112.2439399,,,"http://maps.google.com/maps?cbll=33.476990,-112.243940&layer=c",False
752058305,False,finalized,1,7/9/15 6:37,private_house,1.0,yes,1.0,yes,1.0,"10402 West Alvarado Road, Avondale, AZ 85392, USA",,33.47153963,-112.2830158,,,"http://maps.google.com/maps?cbll=33.471540,-112.283016&layer=c",False
752058306,False,finalized,1,7/9/15 6:30,,,not_avail,1.0,,,"3356-3368 North 75th Avenue, Phoenix, AZ 85033, USA",,33.48626632,-112.2205726,,,"http://maps.google.com/maps?cbll=33.486266,-112.220573&layer=c",False
752058307,False,finalized,1,7/9/15 6:57,,,no,1.0,,,"Crossroads at Tolleson, 9897 West McDowell Road, Tolleson, AZ 85353, USA",,33.46436583,-112.2696331,,,"http://maps.google.com/maps?cbll=33.464366,-112.269633&layer=c",False
752058308,False,finalized,1,7/9/15 6:28,,,no,1.0,,,"Agua Fria Freeway, Phoenix, AZ 85037, USA",,33.48220795,-112.2637226,,,"http://maps.google.com/maps?cbll=33.482208,-112.263723&layer=c",False
752058309,False,finalized,1,7/9/15 6:30,private_house,1.0,yes,1.0,yes,1.0,"4845 33rd Avenue South, Minneapolis, MN 55417, USA",,44.91464444,-93.2238649,,,"http://maps.google.com/maps?cbll=44.914644,-93.223865&layer=c",False
752058310,False,finalized,1,7/9/15 6:55,,,no,1.0,,,"481-517 Fairview Avenue South, Saint Paul, MN 55105, USA",,44.92672267,-93.17721798,,,"http://maps.google.com/maps?cbll=44.926723,-93.177218&layer=c",False
752058311,False,finalized,1,7/9/15 6:57,private_house,1.0,yes,1.0,yes,1.0,"4921 33rd Avenue South, Minneapolis, MN 55417, USA",,44.91370967,-93.22386219,,,"http://maps.google.com/maps?cbll=44.913710,-93.223862&layer=c",False
752058312,False,finalized,1,7/9/15 6:51,private_house,1.0,yes,1.0,no,1.0,"46th Avenue South, Minneapolis, MN 55417, USA",,44.91670459,-93.20663745,,,"http://maps.google.com/maps?cbll=44.916705,-93.206637&layer=c",False
752058313,False,finalized,1,7/9/15 6:47,private_house,1.0,yes,1.0,yes,1.0,"2-22 Kenwood Court, Rockville Centre, NY 11570, USA",,40.67791945,-73.63540996,,,"http://maps.google.com/maps?cbll=40.677919,-73.635410&layer=c",False
752058314,False,finalized,1,7/9/15 8:27,private_house,1.0,yes,1.0,yes,1.0,"645 North Village Avenue, Rockville Centre, NY 11570, USA",,40.67666045,-73.63946215,,,"http://maps.google.com/maps?cbll=40.676660,-73.639462&layer=c",False
752058315,False,finalized,1,7/9/15 6:58,private_house,1.0,yes,1.0,yes,1.0,"3823 Dover Bluff Lane, Sugar Land, TX 77479, USA",,29.54741957,-95.56537783,,,"http://maps.google.com/maps?cbll=29.547420,-95.565378&layer=c",False
752058316,False,finalized,1,7/9/15 6:51,private_house,1.0,yes,1.0,yes,1.0,"3811 Bluffstone Court, Sugar Land, TX 77479, USA",,29.54991125,-95.56419578,,,"http://maps.google.com/maps?cbll=29.549911,-95.564196&layer=c",False
752058317,False,finalized,1,7/9/15 6:53,private_house,1.0,yes,1.0,yes,1.0,"1643 West Posada Avenue, Mesa, AZ 85202, USA",,33.35862533,-111.8697964,,,"http://maps.google.com/maps?cbll=33.358625,-111.869796&layer=c",False
752058318,False,finalized,1,7/9/15 6:31,private_house,1.0,yes,1.0,yes,1.0,"1730 West Cortez Circle, Chandler, AZ 85224, USA",,33.35627481,-111.8738437,,,"http://maps.google.com/maps?cbll=33.356275,-111.873844&layer=c",False
752058319,False,finalized,1,7/9/15 6:39,private_house,1.0,yes,1.0,yes,1.0,"17238 Haley Falls Lane, Houston, TX 77095, USA",,29.88610867,-95.67224895,,,"http://maps.google.com/maps?cbll=29.886109,-95.672249&layer=c",False
752058320,False,finalized,1,7/9/15 6:44,private_house,1.0,yes,1.0,yes,1.0,"Queenston Boulevard, Houston, TX 77095, USA",,29.89138713,-95.66835688,,,"http://maps.google.com/maps?cbll=29.891387,-95.668357&layer=c",False
752058321,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"4950-4998 Diane Avenue, San Diego, CA 92117, USA",,32.83556211,-117.1870791,,,"http://maps.google.com/maps?cbll=32.835562,-117.187079&layer=c",False
752058322,False,finalized,1,7/9/15 6:48,private_house,1.0,yes,1.0,no,1.0,"5310 Clairemont Mesa Boulevard, San Diego, CA 92117, USA",,32.83466099,-117.1769169,,,"http://maps.google.com/maps?cbll=32.834661,-117.176917&layer=c",False
752058323,False,finalized,1,7/9/15 6:54,private_house,1.0,yes,1.0,yes,1.0,"1583 Hawthorne Road, Grosse Pointe Woods, MI 48236, USA",,42.44429364,-82.90096478,,,"http://maps.google.com/maps?cbll=42.444294,-82.900965&layer=c",False
752058324,False,finalized,1,7/9/15 6:40,private_house,1.0,yes,1.0,yes,1.0,"860 Monica Lane, Campbell, CA 95008, USA",,37.30002384,-121.9444254,,,"http://maps.google.com/maps?cbll=37.300024,-121.944425&layer=c",False
752058325,False,finalized,1,7/9/15 6:53,apartment_blocks,1.0,yes,1.0,yes,1.0,"3184 Cadillac Drive, San Jose, CA 95117, USA",,37.29657295,-121.9524711,,,"http://maps.google.com/maps?cbll=37.296573,-121.952471&layer=c",False
752058326,False,finalized,1,7/9/15 6:47,,,not_avail,1.0,,,"7550 East Spring Street, Long Beach, CA 90815, USA",,33.80953366,-118.0868996,,,"http://maps.google.com/maps?cbll=33.809534,-118.086900&layer=c",False
752058327,False,finalized,1,7/9/15 6:32,private_house,1.0,yes,1.0,yes,1.0,"4166 Via Verde, Cypress, CA 90630, USA",,33.82288586,-118.0601789,,,"http://maps.google.com/maps?cbll=33.822886,-118.060179&layer=c",False
752058328,False,finalized,1,7/9/15 6:59,private_house,1.0,yes,1.0,yes,1.0,"6834 East Belice Street, Long Beach, CA 90815, USA",,33.79890226,-118.0999649,,,"http://maps.google.com/maps?cbll=33.798902,-118.099965&layer=c",False
752058329,False,finalized,1,7/9/15 6:58,,,not_avail,1.0,,,"8110 East Wardlow Road, Long Beach, CA 90808, USA",,33.816779,-118.0710145,,,"http://maps.google.com/maps?cbll=33.816779,-118.071014&layer=c",False
752058330,False,finalized,1,7/9/15 6:32,private_house,1.0,yes,1.0,yes,1.0,"2256 Senasac Avenue, Long Beach, CA 90815, USA",,33.7981186,-118.1142694,,,"http://maps.google.com/maps?cbll=33.798119,-118.114269&layer=c",False
752058331,False,finalized,1,7/9/15 6:40,,,not_avail,1.0,,,"7890 East Spring Street, Long Beach, CA 90815, USA",,33.80869528,-118.07994,,,"http://maps.google.com/maps?cbll=33.808695,-118.079940&layer=c",False
752058332,False,finalized,1,7/9/15 6:39,,,not_avail,1.0,,,"U.S. 1, Saugus, MA 01906, USA",,42.4813286,-71.02089685,,,"http://maps.google.com/maps?cbll=42.481329,-71.020897&layer=c",False
752058333,False,finalized,1,7/9/15 6:39,private_house,1.0,yes,1.0,yes,1.0,"501-783 Main Street, Saugus, MA 01906, USA",,42.48203354,-71.04232747,,,"http://maps.google.com/maps?cbll=42.482034,-71.042327&layer=c",False
752058334,False,finalized,1,7/9/15 6:56,,,not_avail,1.0,,,"Great Woods Road, Lynn, MA 01904, USA",,42.48831347,-70.98708496,,,"http://maps.google.com/maps?cbll=42.488313,-70.987085&layer=c",False
752058335,False,finalized,1,7/9/15 6:56,private_house,1.0,yes,1.0,yes,1.0,"15 Hesseltine Avenue, Melrose, MA 02176, USA",,42.46738427,-71.05776964,,,"http://maps.google.com/maps?cbll=42.467384,-71.057770&layer=c",False
752058336,False,finalized,1,7/9/15 6:59,private_house,1.0,yes,1.0,yes,1.0,"516 Maxine Street, Santa Ana, CA 92704, USA",,33.74005416,-117.9398763,,,"http://maps.google.com/maps?cbll=33.740054,-117.939876&layer=c",False
752058337,False,finalized,1,7/9/15 6:31,private_house,1.0,yes,1.0,yes,1.0,"4312-4398 West 1st Street, Santa Ana, CA 92703, USA",,33.74510033,-117.9274506,,,"http://maps.google.com/maps?cbll=33.745100,-117.927451&layer=c",False
752058338,False,finalized,1,7/9/15 6:41,private_house,1.0,yes,1.0,yes,1.0,"10120 West McFadden Avenue, Westminster, CA 92683, USA",,33.73740316,-117.9519932,,,"http://maps.google.com/maps?cbll=33.737403,-117.951993&layer=c",False
752058339,False,finalized,1,7/9/15 6:45,private_house,1.0,yes,1.0,yes,1.0,"628-706 North Figueroa Street, Santa Ana, CA 92703, USA",,33.75082382,-117.9188274,,,"http://maps.google.com/maps?cbll=33.750824,-117.918827&layer=c",False
752058340,False,finalized,1,7/9/15 6:30,private_house,1.0,yes,1.0,yes,1.0,"16054-16098 Hyacinth Circle, Fountain Valley, CA 92708, USA",,33.72941892,-117.9618442,,,"http://maps.google.com/maps?cbll=33.729419,-117.961844&layer=c",False
752058341,False,finalized,1,7/9/15 6:46,private_house,1.0,yes,1.0,yes,1.0,"7100-7130 Pinedale Avenue, Las Vegas, NV 89145, USA",,36.16981259,-115.2525049,,,"http://maps.google.com/maps?cbll=36.169813,-115.252505&layer=c",False
752058342,False,finalized,1,7/9/15 6:54,private_house,1.0,yes,1.0,yes,1.0,"8140 Bridle Path Way, Las Vegas, NV 89145, USA",,36.16878351,-115.2702965,,,"http://maps.google.com/maps?cbll=36.168784,-115.270297&layer=c",False
752058343,False,finalized,1,7/9/15 7:09,,,no,1.0,,,"308-330 North Jones Boulevard, Las Vegas, NV 89107, USA",,36.17612265,-115.2240127,,,"http://maps.google.com/maps?cbll=36.176123,-115.224013&layer=c",False
752058344,False,finalized,1,7/9/15 7:09,private_house,1.0,yes,1.0,yes,1.0,"7225 Eve Court, Las Vegas, NV 89145, USA",,36.16329437,-115.2575724,,,"http://maps.google.com/maps?cbll=36.163294,-115.257572&layer=c",False
752058345,False,finalized,1,7/9/15 6:57,private_house,1.0,yes,1.0,yes,1.0,"8917 Borla Drive, Las Vegas, NV 89117, USA",,36.15664428,-115.2894388,,,"http://maps.google.com/maps?cbll=36.156644,-115.289439&layer=c",False
752058346,False,finalized,1,7/9/15 6:47,private_house,1.0,yes,1.0,yes,1.0,"9893 Nestling Circle, Elk Grove, CA 95757, USA",,38.39836738,-121.4669684,,,"http://maps.google.com/maps?cbll=38.398367,-121.466968&layer=c",False
752058347,False,finalized,1,7/9/15 6:56,private_house,1.0,yes,1.0,yes,1.0,"9785 Ellsmere Way, Elk Grove, CA 95757, USA",,38.40202811,-121.4248857,,,"http://maps.google.com/maps?cbll=38.402028,-121.424886&layer=c",False
752058348,False,finalized,1,7/9/15 6:48,private_house,1.0,yes,1.0,yes,1.0,"5604 Frogview Court, Elk Grove, CA 95757, USA",,38.4013079,-121.4363191,,,"http://maps.google.com/maps?cbll=38.401308,-121.436319&layer=c",False
752058349,False,finalized,1,7/9/15 6:31,private_house,1.0,yes,1.0,no,1.0,"10701-10799 West Congress Street, Wauwatosa, WI 53225, USA",,43.09707025,-88.04675867,,,"http://maps.google.com/maps?cbll=43.097070,-88.046759&layer=c",False
752058350,False,finalized,1,7/9/15 6:40,private_house,1.0,yes,1.0,yes,1.0,"5427-5485 North 68th Street, Milwaukee, WI 53218, USA",,43.11672583,-87.99616089,,,"http://maps.google.com/maps?cbll=43.116726,-87.996161&layer=c",False
752058351,False,finalized,1,7/9/15 7:02,private_house,1.0,yes,1.0,yes,1.0,"5729 North 58th Street, Milwaukee, WI 53218, USA",,43.1220935,-87.9851613,,,"http://maps.google.com/maps?cbll=43.122094,-87.985161&layer=c",False
752058352,False,finalized,1,7/9/15 6:53,private_house,1.0,yes,1.0,yes,1.0,"3514 Elsinore Place, San Diego, CA 92117, USA",,32.81260918,-117.2090922,,,"http://maps.google.com/maps?cbll=32.812609,-117.209092&layer=c",False
752058353,False,finalized,1,7/9/15 6:54,private_house,1.0,yes,1.0,yes,1.0,"4562 Mount Hubbard Avenue, San Diego, CA 92117, USA",,32.81786763,-117.1981931,,,"http://maps.google.com/maps?cbll=32.817868,-117.198193&layer=c",False
752058354,False,finalized,1,7/9/15 6:32,,,no,1.0,,,"4717-5095 Santa Fe Street, San Diego, CA 92109, USA",,32.81149664,-117.2173654,,,"http://maps.google.com/maps?cbll=32.811497,-117.217365&layer=c",False
752058355,False,finalized,1,7/9/15 6:43,private_house,1.0,yes,1.0,yes,1.0,"4144 Datcho Drive, San Diego, CA 92117, USA",,32.81625562,-117.2025682,,,"http://maps.google.com/maps?cbll=32.816256,-117.202568&layer=c",False
752058356,False,finalized,1,7/9/15 6:51,private_house,1.0,yes,1.0,yes,1.0,"9321 South Greenwood Avenue, Chicago, IL 60619, USA",,41.72504787,-87.59692561,,,"http://maps.google.com/maps?cbll=41.725048,-87.596926&layer=c",False
752058357,False,finalized,1,7/9/15 6:48,private_house,1.0,yes,1.0,no,1.0,"1315-1331 East 94th Street, Chicago, IL 60619, USA",,41.72407613,-87.59145251,,,"http://maps.google.com/maps?cbll=41.724076,-87.591453&layer=c",False
752058358,False,finalized,1,7/9/15 6:37,,,not_avail,1.0,,,"245-38 62nd Avenue, Little Neck, NY 11362, USA",,40.75502732,-73.73212522,,,"http://maps.google.com/maps?cbll=40.755027,-73.732125&layer=c",False
752058359,False,finalized,1,7/9/15 6:46,private_house,1.0,yes,1.0,yes,1.0,"246-50 57th Drive, Flushing, NY 11362, USA",,40.7570198,-73.73410716,,,"http://maps.google.com/maps?cbll=40.757020,-73.734107&layer=c",False
752058360,False,finalized,1,7/9/15 6:41,private_house,1.0,yes,1.0,yes,1.0,"150 Northwest 58th Avenue, Miami, FL 33126, USA",,25.77236726,-80.29014577,,,"http://maps.google.com/maps?cbll=25.772367,-80.290146&layer=c",False
752058361,False,finalized,1,7/9/15 6:46,private_house,1.0,yes,1.0,yes,1.0,"5658 Northwest 3rd Street, Miami, FL 33126, USA",,25.77417192,-80.28767401,,,"http://maps.google.com/maps?cbll=25.774172,-80.287674&layer=c",False
752058362,False,finalized,1,7/9/15 6:37,private_house,1.0,yes,1.0,yes,1.0,"16806-16810 North 113th Avenue, Surprise, AZ 85378, USA",,33.6363437,-112.3030989,,,"http://maps.google.com/maps?cbll=33.636344,-112.303099&layer=c",False
752058363,False,finalized,1,7/9/15 6:52,,,no,1.0,,,"10735-11321 West Bell Road, Surprise, AZ 85378, USA",,33.63789641,-112.2991975,,,"http://maps.google.com/maps?cbll=33.637896,-112.299197&layer=c",False
752058364,False,finalized,1,7/9/15 6:27,private_house,1.0,yes,1.0,yes,1.0,"308 Eastway Court, Baltimore, MD 21212, USA",,39.34540834,-76.61276948,,,"http://maps.google.com/maps?cbll=39.345408,-76.612769&layer=c",False
752058365,False,finalized,1,7/9/15 6:55,private_house,1.0,yes,1.0,yes,1.0,"5004 Alhambra Avenue, Baltimore, MD 21212, USA",,39.3493246,-76.60616756,,,"http://maps.google.com/maps?cbll=39.349325,-76.606168&layer=c",False
752058366,False,finalized,1,7/9/15 6:34,private_house,1.0,yes,1.0,yes,1.0,"1314 Kingsbridge Drive, Garland, TX 75040, USA",,32.93439697,-96.6476544,,,"http://maps.google.com/maps?cbll=32.934397,-96.647654&layer=c",False
752058367,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"2918 Potomac Drive, Garland, TX 75042, USA",,32.92957264,-96.67267447,,,"http://maps.google.com/maps?cbll=32.929573,-96.672674&layer=c",False
752058368,False,finalized,1,7/9/15 6:45,private_house,1.0,yes,1.0,yes,1.0,"2509 North Glenbrook Drive, Garland, TX 75040, USA",,32.93909144,-96.64043156,,,"http://maps.google.com/maps?cbll=32.939091,-96.640432&layer=c",False
752058369,False,finalized,1,7/9/15 6:30,private_house,1.0,yes,1.0,no,1.0,"3709 Edgemont Drive, Garland, TX 75042, USA",,32.92913121,-96.6855875,,,"http://maps.google.com/maps?cbll=32.929131,-96.685588&layer=c",False
752058370,False,finalized,1,7/9/15 7:09,private_house,1.0,yes,1.0,yes,1.0,"510 Ridgegate Drive, Garland, TX 75040, USA",,32.94281539,-96.63523912,,,"http://maps.google.com/maps?cbll=32.942815,-96.635239&layer=c",False
752058371,False,finalized,1,7/9/15 6:47,private_house,1.0,yes,1.0,no,1.0,"11722 Rutherford Street, Detroit, MI 48227, USA",,42.37432145,-83.20198498,,,"http://maps.google.com/maps?cbll=42.374321,-83.201985&layer=c",False
752058372,False,finalized,1,7/9/15 6:45,private_house,1.0,yes,1.0,no,1.0,"11691 Woodmont Avenue, Detroit, MI 48227, USA",,42.37378583,-83.20869132,,,"http://maps.google.com/maps?cbll=42.373786,-83.208691&layer=c",False
752058373,False,finalized,1,7/9/15 6:52,private_house,1.0,yes,1.0,yes,1.0,"1001-1025 Greenbriar Avenue, San Jose, CA 95128, USA",,37.30781517,-121.9462448,,,"http://maps.google.com/maps?cbll=37.307815,-121.946245&layer=c",False
752058374,False,finalized,1,7/9/15 6:56,private_house,1.0,yes,1.0,yes,1.0,"487 Hannah Street, San Jose, CA 95126, USA",,37.32055297,-121.9026481,,,"http://maps.google.com/maps?cbll=37.320553,-121.902648&layer=c",False
752058375,False,finalized,1,7/9/15 6:46,private_house,1.0,yes,1.0,yes,1.0,"527-533 Irving Avenue, San Jose, CA 95128, USA",,37.31884993,-121.9277385,,,"http://maps.google.com/maps?cbll=37.318850,-121.927738&layer=c",False
752058376,False,finalized,1,7/9/15 6:53,,,no,1.0,,,"2225-2261 Clove Drive, San Jose, CA 95128, USA",,37.31249316,-121.9378076,,,"http://maps.google.com/maps?cbll=37.312493,-121.937808&layer=c",False
752058377,False,finalized,1,7/9/15 6:34,,,no,1.0,,,"2316-2398 Enborg Lane, San Jose, CA 95128, USA",,37.31101239,-121.9353551,,,"http://maps.google.com/maps?cbll=37.311012,-121.935355&layer=c",False
752058378,False,finalized,1,7/9/15 6:53,,,no,1.0,,,"North Federal Boulevard & U.S. 36 & U.S. 287, Colorado, USA",,39.83626499,-105.0235206,,,"http://maps.google.com/maps?cbll=39.836265,-105.023521&layer=c",False
752058379,False,finalized,1,7/9/15 6:34,private_house,1.0,yes,1.0,yes,1.0,"6511 West 73rd Place, Arvada, CO 80003, USA",,39.8300742,-105.0696355,,,"http://maps.google.com/maps?cbll=39.830074,-105.069636&layer=c",False
752058380,False,finalized,1,7/9/15 6:50,private_house,1.0,yes,1.0,yes,1.0,"8154 Logan Street, Denver, CO 80229, USA",,39.84477429,-104.9811731,,,"http://maps.google.com/maps?cbll=39.844774,-104.981173&layer=c",False
752058381,False,finalized,1,7/9/15 6:40,private_house,1.0,yes,1.0,yes,1.0,"7670 Tejon Street, Denver, CO 80221, USA",,39.83589628,-105.0104356,,,"http://maps.google.com/maps?cbll=39.835896,-105.010436&layer=c",False
752058382,False,finalized,1,7/9/15 6:45,private_house,1.0,yes,1.0,yes,1.0,"2331 Kristal Way, Denver, CO 80221, USA",,39.83243492,-105.0147439,,,"http://maps.google.com/maps?cbll=39.832435,-105.014744&layer=c",False
752058383,False,finalized,1,7/9/15 6:32,private_house,1.0,yes,1.0,yes,1.0,"1411 East Palm Avenue, Redlands, CA 92374, USA",,34.05441513,-117.1554795,,,"http://maps.google.com/maps?cbll=34.054415,-117.155480&layer=c",False
752058384,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"10720 Opal Avenue, Redlands, CA 92374, USA",,34.05935386,-117.1348096,,,"http://maps.google.com/maps?cbll=34.059354,-117.134810&layer=c",False
752058385,False,finalized,1,7/9/15 6:45,private_house,1.0,yes,1.0,yes,1.0,"1436 East Palm Avenue, Redlands, CA 92374, USA",,34.05482873,-117.1537522,,,"http://maps.google.com/maps?cbll=34.054829,-117.153752&layer=c",False
752058386,False,finalized,1,7/9/15 6:43,,,not_avail,1.0,,,"Outlook Lane, Redlands, CA 92374, USA",,34.06195535,-117.1416048,,,"http://maps.google.com/maps?cbll=34.061955,-117.141605&layer=c",False
752058387,False,finalized,1,7/9/15 6:38,private_house,1.0,yes,1.0,yes,1.0,"600-602 Esther Way, Redlands, CA 92373, USA",,34.04407193,-117.1823357,,,"http://maps.google.com/maps?cbll=34.044072,-117.182336&layer=c",False
752058388,False,finalized,1,7/9/15 6:40,,,no,1.0,,,"2100-2198 3rd Avenue, Redlands, CA 92374, USA",,34.05912375,-117.1165077,,,"http://maps.google.com/maps?cbll=34.059124,-117.116508&layer=c",False
752058389,False,finalized,1,7/9/15 6:31,,,not_avail,1.0,,,"5543 Locust Avenue, Carmichael, CA 95608, USA",,38.64375721,-121.3347028,,,"http://maps.google.com/maps?cbll=38.643757,-121.334703&layer=c",False
752058390,False,finalized,1,7/9/15 6:52,private_house,1.0,yes,1.0,no,1.0,"4119 Tyrone Way, Carmichael, CA 95608, USA",,38.63977772,-121.3439626,,,"http://maps.google.com/maps?cbll=38.639778,-121.343963&layer=c",False
752058391,False,finalized,1,7/9/15 6:47,private_house,1.0,yes,1.0,yes,1.0,"4925 Creek Ridge Trail, Fort Worth, TX 76179, USA",,32.86024424,-97.39734991,,,"http://maps.google.com/maps?cbll=32.860244,-97.397350&layer=c",False
752058392,False,finalized,1,7/9/15 6:31,,,not_avail,1.0,,,"6716 Bob Hanger Street, Fort Worth, TX 76179, USA",,32.85905747,-97.40771464,,,"http://maps.google.com/maps?cbll=32.859057,-97.407715&layer=c",False
752058393,False,finalized,1,7/9/15 6:57,private_house,1.0,yes,1.0,yes,1.0,"2729 Derbyshire Road, Cleveland Heights, OH 44106, USA",,41.50258881,-81.58235713,,,"http://maps.google.com/maps?cbll=41.502589,-81.582357&layer=c",False
752058394,False,finalized,1,7/9/15 7:01,private_house,1.0,yes,1.0,yes,1.0,"2277 Lamberton Road, Cleveland Heights, OH 44118, USA",,41.49764684,-81.57566796,,,"http://maps.google.com/maps?cbll=41.497647,-81.575668&layer=c",False
752058395,False,finalized,1,7/9/15 6:56,private_house,1.0,yes,1.0,yes,1.0,"3294 Altamont Road, Cleveland, OH 44118, USA",,41.51123973,-81.56192258,,,"http://maps.google.com/maps?cbll=41.511240,-81.561923&layer=c",False
752058396,False,finalized,1,7/9/15 6:44,,,no,1.0,,,"2473-2495 East 93rd Street, Cleveland, OH 44104, USA",,41.49089337,-81.62159348,,,"http://maps.google.com/maps?cbll=41.490893,-81.621593&layer=c",False
752058397,False,finalized,1,7/9/15 6:58,,,no,1.0,,,"9520 Woodland Avenue, Cleveland, OH 44104, USA",,41.48790945,-81.61924656,,,"http://maps.google.com/maps?cbll=41.487909,-81.619247&layer=c",False
752058398,False,finalized,1,7/9/15 6:28,private_house,1.0,yes,1.0,yes,1.0,"1924 Janette Avenue, Cleveland Heights, OH 44118, USA",,41.50728517,-81.55308845,,,"http://maps.google.com/maps?cbll=41.507285,-81.553088&layer=c",False
752058399,False,finalized,1,7/9/15 6:51,private_house,1.0,yes,1.0,yes,1.0,"28 Russell Court, Copiague, NY 11726, USA",,40.7018686,-73.40193168,,,"http://maps.google.com/maps?cbll=40.701869,-73.401932&layer=c",False
752058400,False,finalized,1,7/9/15 6:53,private_house,1.0,yes,1.0,yes,1.0,"21 Oakdale Place, Massapequa Park, NY 11762, USA",,40.68987881,-73.43541445,,,"http://maps.google.com/maps?cbll=40.689879,-73.435414&layer=c",False
752058401,False,finalized,1,7/9/15 7:03,private_house,1.0,yes,1.0,no,1.0,"5 Stevens Street, Lindenhurst, NY 11757, USA",,40.7089763,-73.37843412,,,"http://maps.google.com/maps?cbll=40.708976,-73.378434&layer=c",False
